account_id,customer_name,account_type,balance,currency,branch,interest_rate,opening_date,credit_score,status
2c38e6a0-286f-433c-bff2-93efd7761921,Audrey Taylor,Checking,84475.64,JPY,New York,5.22,2016-10-14,326.0,Active
960c17da-1459-4210-b3e5-08be81bf6011,Nicholas Fowler,Loan,92502.92,GBP,London,3.67,2023-03-29,850.0,Active
a68b0b8e-9028-4d33-b5ef-1a069f85f567,Jason Farley,Loan,75351.24,USD,Mumbai,2.72,2016-08-20,,Active
71913d74-64b2-49dc-89c1-a047a1fe8730,Rachel Golden,Business,79768.14,INR,Tokyo,1.93,2015-08-29,660.0,Suspended
139445a9-021c-4274-84a9-542f2be77161,Austin Diaz,Checking,30118.35,GBP,Berlin,2.88,2022-09-17,681.0,Closed
cbe11bc3-0fe0-4889-be91-603d38288b56,,Business,35925.91,GBP,Tokyo,7.13,2019-02-09,319.0,Active
65e8bdcf-05c7-4f29-bdc2-78e5c7315fb2,Samantha Wilcox,Checking,90916.44,JPY,Tokyo,5.35,2023-10-12,462.0,Active
e607ee01-30de-4a17-aa9f-cb9b146a84c1,Shelby Drake,Loan,77894.91,USD,London,7.06,2024-09-06,757.0,Closed
,Amanda Anderson,Loan,87827.15,EUR,Mumbai,6.75,2015-08-01,513.0,Suspended
,Albert Clarke,Loan,93684.16,JPY,Tokyo,2.72,2019-12-11,431.0,Active
48fcbd54-0711-4c00-9ec7-18cb25a93e50,Kristy Duncan,Savings,998.58,USD,New York,6.58,2017-11-04,502.0,Suspended
dd6ade9e-c44d-4865-916e-7520bbbc7a2e,Sandra Castillo,Savings,,INR,London,5.01,2024-10-01,322.0,Active
6a47c27c-371f-4daa-91be-fd3d2aaeedf9,Sabrina Bryant,Savings,14642.17,EUR,Berlin,2.91,2019-08-20,755.0,Suspended
e2a2f09f-bdf3-4359-852b-ed215d9f9713,Matthew Yu,Checking,58716.33,USD,Mumbai,5.24,2022-03-11,377.0,
,Sheila Whitaker,Savings,16119.53,EUR,Tokyo,4.09,2024-03-25,642.0,Closed
28160f75-4661-41f8-bb64-0f71d6820bd3,Russell Santos,Savings,10601.43,EUR,New York,4.11,2018-06-11,537.0,
,Mary Simpson,Business,27829.51,INR,London,,2019-12-06,381.0,Suspended
fc4704cd-bc96-442b-8bf7-c1ba7932cb67,James Aguilar,Loan,54647.46,GBP,Mumbai,6.48,2017-07-17,349.0,Suspended
64634ddc-f939-41fb-bbc4-898a96ae5ac9,Jeremy Gonzales,Loan,13045.09,,,4.51,2018-05-21,330.0,Suspended
280ea06b-82ca-464b-82ca-20c520df6255,William Phillips,Business,95336.71,USD,London,1.35,2018-08-12,547.0,Active
bbbf045b-7ee7-49d5-afc2-ccac949c87e4,Andre Eaton,Loan,2166.99,USD,,6.01,2023-07-11,368.0,Active
,Jesse Silva,Checking,21448.22,USD,New York,5.87,,355.0,Closed
,Charles Carter,Loan,81017.9,GBP,Mumbai,1.42,2016-04-22,760.0,Closed
24333ef6-0d12-4cb0-b5b9-b909763f2dd6,Tanya Jackson,Loan,82879.47,GBP,London,1.53,2024-07-25,832.0,Active
19730b37-5077-47a7-b57b-7d42bb379835,Hector Guerrero,Checking,60116.61,EUR,Tokyo,7.33,2017-10-05,642.0,Active
3be946f5-cad3-4cf7-b1e0-ac66a9fa8751,Jessica Davenport,,,USD,London,4.13,2025-04-26,846.0,Active
d6a47e62-c2e6-4f6b-a773-ce13bff017ca,Nicole Henderson,Checking,66259.16,EUR,London,2.81,2025-01-28,531.0,Closed
79233f6e-4ce3-48b2-8ec9-0b9658ac8cb1,Mr. Andrew Hampton PhD,Savings,93708.38,,,1.52,2024-11-24,552.0,Suspended
1c926d4e-ded8-4f7b-9dc8-1fe58738c0f7,Justin May,Business,3439.2,,Mumbai,1.52,2017-04-21,714.0,Closed
29986a4c-8776-48b9-a252-aaedb18ab86e,Mary Harrison,Checking,98083.01,JPY,New York,,2016-04-15,500.0,Suspended
,Christine Day,Loan,19291.05,INR,Mumbai,5.3,2019-01-22,468.0,Active
51ad41ab-00ed-41ff-aa7c-6a33d764bb13,Aaron Jefferson,Checking,74317.0,INR,London,1.83,,389.0,Closed
cc498b74-9d9f-4f33-8236-1a6711d96285,Mr. John Hall Jr.,Savings,23010.84,GBP,Mumbai,6.39,2025-05-08,755.0,Suspended
4ba20ea7-f3bf-4a25-a17d-4954624c22e9,Joshua Atkinson,,76476.16,,London,6.0,2021-08-18,409.0,Suspended
7488aaad-288c-4a75-bd77-12284b5c019f,Dwayne Huber,Savings,83640.76,EUR,Tokyo,2.74,2021-07-06,385.0,Closed
23284235-2965-4a11-beb8-c9d1c3474afd,,Checking,13427.25,EUR,London,6.47,2018-12-17,806.0,Active
78afa3b0-04a5-4e55-9e26-77bfc0f0ab6e,Brandi James,Checking,20282.72,INR,New York,6.89,2017-01-02,535.0,Active
8515c26c-825b-48ad-956a-f33ab0f8b4cd,Madeline Solis,Loan,14232.71,EUR,New York,,2018-08-25,681.0,Active
d15e9f29-1360-4427-8ec8-8edddefca568,,Checking,7749.49,JPY,,1.78,2016-10-18,468.0,Active
e9706402-7c88-4100-983d-1073a8555e77,Kelly Wilson,,73509.7,,Berlin,5.57,2023-11-01,308.0,
d22d9884-b82e-495b-9674-e6fa91a0b04b,Rachel York,Savings,18237.26,EUR,Berlin,,2018-04-09,821.0,
0393e65e-696f-41f9-a2fb-b10050191a3d,James Martinez,Checking,34262.2,GBP,London,4.72,2024-10-01,619.0,Active
8684c0db-cb3f-443e-96b2-5f672b5e7023,Christine Simmons,,40253.73,EUR,Tokyo,2.96,2021-06-21,837.0,
d846071b-deae-4724-9770-55fc88752001,,Business,68643.29,GBP,Tokyo,5.98,2021-01-28,420.0,
f3a2185d-ff65-4b32-a335-303ddc75d430,Lucas Short,Savings,13556.0,EUR,New York,1.8,,646.0,
70873074-d241-4fa1-be27-90068e3f8fd2,Christian Weiss,Checking,14157.31,JPY,Mumbai,3.53,2017-04-12,581.0,
6fc46f32-dee7-4c2d-a259-8c0809edc641,Charles Jacobs,Savings,5221.62,EUR,Mumbai,1.23,2021-01-12,847.0,Suspended
cf86fd61-b4e9-43de-a0d6-2b89218ca6ac,Jason Delgado,Loan,2159.99,JPY,London,7.22,2020-03-09,527.0,
435c083c-0a8b-4924-ad60-81f02347a1fa,Jeanne Miller,Business,98437.02,GBP,Berlin,6.29,2020-04-16,430.0,Suspended
59e13d4d-d27a-4125-9db4-32493f710fcc,Spencer Velez,,79942.57,GBP,,,2016-02-29,594.0,
9a9eaefb-b3ba-4b4f-9324-dfe3ad0aa675,,Loan,40117.65,EUR,,5.55,2016-05-19,684.0,Closed
6860cd26-7146-4715-ae81-6996f0bd4bd2,Raymond Velez,Savings,24485.43,USD,New York,4.34,,616.0,
a7b184ef-a5a1-4f51-b8a7-9424023b1d64,Thomas Dudley,Business,25692.4,USD,Berlin,5.52,2022-05-07,585.0,Suspended
cc3f4441-8968-4ff9-a5a0-2c28c2c705f7,Richard Guzman,Checking,,USD,Berlin,,2020-03-10,469.0,Suspended
e7175b36-3938-4453-973f-ac14da467bc7,Mr. Howard Schultz Jr.,Checking,31760.63,USD,Mumbai,1.27,2019-12-09,754.0,Suspended
b74f3c90-eca1-4d16-9c82-2a5717dcdd0f,Savannah Miles,,28733.93,EUR,Mumbai,2.81,,,Suspended
ea5e1fbd-4b42-4b98-ae17-84d7707fc4fe,Allison Hall,Checking,7525.92,USD,Mumbai,,2020-12-25,677.0,Active
ac44522d-0e80-4cb6-a3fb-e8b6fcab8836,Edwin Hebert,Checking,,,,1.31,2021-01-04,590.0,Active
6e040c51-bc19-4ab1-a4c2-ffefd96f30e1,,Savings,,USD,Mumbai,2.36,2021-05-17,,Suspended
622dea78-ada6-44fa-b715-9e4faaf13105,Christine Conrad,Checking,,GBP,Mumbai,3.02,2022-05-10,699.0,
05de67c1-5df2-4a49-9adc-6ebc04db2ebf,Raymond Keith,Savings,92869.74,GBP,New York,4.14,2020-01-11,497.0,Closed
d28c1d44-a549-4b2f-95ce-7c07df05f3c8,Paige Mann,Checking,24155.34,INR,New York,5.03,2015-08-25,725.0,
d3d48a3d-5a37-439a-bcb3-c1f0d471b5ed,Nancy Gonzalez,Loan,66779.67,EUR,Berlin,5.02,2025-02-05,,Suspended
f71a2e07-b0bf-40d5-aebd-93f8cfd4ad79,Amy Sims,Loan,4444.17,GBP,Tokyo,1.09,2016-01-29,759.0,
fe136ab1-4e42-4f32-b306-4d3ac269cf66,Meghan Savage,Loan,18473.71,INR,New York,3.44,2025-02-10,,Closed
725034f4-25b2-4fb5-8f25-2e0842d0eb72,Vincent Marshall,Checking,63297.86,USD,,1.35,,603.0,Active
faea01ae-3401-4b3a-82af-7b863220fc56,John Valentine,Savings,65801.81,USD,Mumbai,3.52,2023-12-05,797.0,
,Jordan Randolph,Checking,56176.91,EUR,New York,2.93,2019-08-03,686.0,Closed
36921f3d-7438-4492-8f50-cb20fc3e52cc,David Bell,Checking,90526.72,EUR,London,6.35,,685.0,Suspended
89cb8ff3-5f25-4887-9834-f88b95edbeff,James Harris,Savings,40841.54,INR,Tokyo,1.42,2015-09-03,482.0,Suspended
3f5b669f-9108-45ad-95b8-6ea434ef03a0,Vincent Garcia,Loan,60784.84,JPY,London,3.12,2018-03-03,345.0,Closed
fdc5d0de-d1df-4f31-88fd-3e4395a5918f,Kristen Nguyen MD,Loan,,,Berlin,7.0,2022-09-09,731.0,Closed
,Courtney Foley,Savings,69621.74,JPY,New York,2.31,2021-12-07,389.0,
2709c4e1-f699-4c08-b4fb-466f4ab6e3cc,Andrew Brown,Business,63464.49,,London,3.1,2025-03-18,673.0,Closed
31e73887-2c6b-4b1e-b8af-aa2508d5af10,Deborah Keith,Business,,GBP,Tokyo,1.03,2025-03-29,455.0,Suspended
2776f8dd-534d-4319-9572-8f5d4f87ea70,Michelle Miller,Checking,89913.79,USD,New York,2.38,2015-08-28,392.0,
3cde7bec-32a6-4ce5-af29-bcbc980acb36,,Savings,50572.08,INR,,2.71,2019-12-08,478.0,Active
3ef9685b-06d6-47c6-86f5-0268fa37e04f,Michelle Edwards,Loan,38392.41,JPY,New York,3.83,2018-04-26,507.0,Closed
d210d005-5577-4529-9ed8-0a518a2fe18d,,Checking,7836.91,USD,Mumbai,3.29,2019-08-04,,Closed
8a4d27db-802c-4879-951a-5e156fa3584a,Kelly Haney,Business,32160.17,,London,4.09,2025-01-18,476.0,
,Keith Scott,Checking,33055.43,EUR,New York,3.71,2022-02-10,,Active
0d22b11e-cc81-40f2-8617-991d1f38d03d,,Checking,62389.25,INR,Berlin,3.63,2020-02-04,727.0,Closed
22dd387d-2613-49b4-bcf3-351f1ffd6481,Jenna Santiago,Loan,14946.95,USD,New York,3.73,2023-11-05,374.0,Suspended
449dd5d7-8e44-448f-9692-6efe3915898a,Rodney Sawyer,Savings,87850.6,JPY,Berlin,5.78,2021-07-04,447.0,
ffe9cb64-7343-440b-85fe-7072df59128a,Angela Wood,Savings,34211.73,INR,Mumbai,6.36,2021-12-23,300.0,Closed
26592072-ab17-46a6-bdaf-5abc73af6e8b,Ronald Thompson,Business,,EUR,Berlin,5.91,,681.0,Active
d37a9c4e-cf92-44d7-806c-9b44d669dc2d,Mark Brooks,Business,58474.67,GBP,Berlin,,2023-03-23,787.0,Closed
c221232e-5de2-4b57-b83c-a2af7ac544b3,,Checking,88621.5,INR,London,1.15,2022-08-12,619.0,Closed
911d3604-f14f-4390-8027-262b41239b23,Michael Curry,Loan,90323.92,INR,New York,3.2,2017-09-23,408.0,Active
6ea3a89b-bbe3-4fe5-88f8-fdd14d5aeea6,Michael Cortez,Savings,42606.72,USD,New York,4.74,2020-07-10,728.0,Suspended
e7fe6b63-95bb-40ec-b71b-3ef725ca7b1a,,Business,57854.66,INR,London,4.17,2017-04-27,767.0,Active
,Daniel Durham,Loan,6244.15,JPY,,4.37,2024-02-09,607.0,Closed
cebba5ec-e0bb-4ab6-80f9-f034b66d4d31,Belinda Larsen,Loan,60540.46,GBP,Mumbai,5.42,2020-04-16,510.0,Active
8d5f0bee-fe19-4b20-9478-95255bed2787,David Mendoza,Loan,84975.45,JPY,New York,2.81,2017-12-30,653.0,Closed
dbeb21ec-73f2-4bc5-b5cb-0dcd08da6540,Jennifer Cooper,Checking,77671.81,USD,Mumbai,1.38,2019-01-14,393.0,Closed
093ef66c-20ad-4248-a45b-f494604fc0bd,Gregory Alvarado,Checking,24403.12,USD,Tokyo,4.21,2016-06-18,723.0,Suspended
67a6d27b-2dfd-4daf-8cc2-3edd8ae7792f,Patricia Sherman,,66991.97,USD,London,3.55,2019-08-02,487.0,Active
5be6dd17-6d3c-4633-9075-e9f611e6e6ba,Jason Davis,Business,60400.69,EUR,Mumbai,4.72,2018-08-15,796.0,Active
b9c9ac8a-28ef-49e3-b55e-04a37a97f35c,Ricardo Torres,Savings,85919.32,GBP,Mumbai,1.67,2018-02-28,354.0,Active
e041042a-155d-4624-bcf5-ef02d91606ab,,Loan,31301.09,INR,,6.81,2019-07-05,506.0,Active
,Helen Steele,Loan,47966.19,JPY,London,5.12,2018-08-27,603.0,Suspended
25836d02-4289-4a84-ac4a-0c61eadd99a9,Darryl Smith,Loan,,INR,,2.14,2020-04-05,,Closed
4145b272-5425-4f11-8b34-d841f9b1fc57,Scott Friedman,Checking,51562.31,GBP,London,6.05,2020-11-02,658.0,Active
06fd21e1-334c-466c-8168-99b5a20a5d7a,,Savings,19745.74,GBP,Mumbai,4.08,2019-02-13,733.0,
65ae74b4-fa59-4590-8089-d4c47da1d8c1,Jeffrey Rodriguez,Checking,77934.01,INR,New York,6.28,,391.0,Suspended
1fa3ca9f-2b87-40c2-b7a1-17f327308b59,Taylor Barber,Loan,28757.3,GBP,Tokyo,4.65,2024-10-30,510.0,Suspended
545f84aa-9714-4808-a087-e2ca90386924,Mark Taylor,Savings,41941.17,EUR,Berlin,2.34,2016-12-26,398.0,Closed
d955e933-311b-4cd7-af6c-f0bcda99b07d,,Savings,61146.32,EUR,Tokyo,1.5,2024-02-03,340.0,Active
431a9162-d50a-4deb-9b91-543bf5c165cd,Stanley Carr,,55304.34,,London,3.68,2021-08-09,,Active
99ad30e8-0962-41b9-88c2-29c479470edc,Vicki Alexander,Checking,51096.84,EUR,Tokyo,4.99,2019-11-23,327.0,Closed
6d7d3b60-45a4-48a9-b8cb-f1869815cac4,Tyler Hayes,Checking,32351.76,JPY,New York,5.27,,,Suspended
b3b0300f-0fa9-42d2-a784-d4504ece054a,Debbie Marshall,,11714.95,USD,Mumbai,1.82,2021-10-05,674.0,Active
d1361557-e9cb-4cf5-b87e-576627f803d7,Michelle Smith,Business,62175.69,EUR,Mumbai,6.29,2021-04-02,720.0,Closed
f2403e76-c311-43cf-a3f7-d58adf1a7915,Mike Nguyen,Checking,6908.35,GBP,New York,3.02,,670.0,Suspended
53bcc419-25ae-4190-bbd9-c39c52361863,Luis Ramirez,,49416.81,GBP,New York,6.02,2016-10-16,776.0,Suspended
bc110679-c6d3-47b3-9355-e96171f14eea,James Barnes,Savings,96147.43,EUR,New York,3.0,2023-06-25,574.0,Closed
20a5ea6a-4dc2-4813-ab23-2290907f65bb,Neil Sanchez,Loan,82910.73,,Mumbai,2.42,2023-07-02,785.0,Active
6b3d9401-d20a-4686-91b6-19b4f27d7b7a,Brian Romero,Savings,10265.52,USD,London,4.4,2023-07-18,753.0,Suspended
,Derek Perkins,Loan,27077.52,GBP,Berlin,2.32,2024-08-20,683.0,Active
37e9ef72-c014-4814-b407-846af9a0cbb5,David Bell,Checking,81103.73,INR,Tokyo,1.85,,561.0,Active
debf9f04-0696-490c-a879-4a2062acfa58,Gregory Price,,28403.67,USD,Tokyo,3.07,2023-07-28,803.0,Closed
975dfe90-2d1e-41e5-9424-36e38d67d534,Stacey Fisher,,,USD,London,6.62,2024-04-04,605.0,
f13680ea-befd-41c1-8593-5490199b5ff7,William Foley,Business,,USD,New York,1.64,2019-06-20,688.0,Suspended
9d26a3ff-bd28-4259-b889-ab6758d8ca82,Leslie Adams,Business,94035.38,,New York,4.08,2016-05-28,466.0,Closed
442eb4c4-5f23-4ee4-a4c3-a7751e080b21,Christine Potts MD,Loan,91351.36,JPY,London,6.95,,350.0,
21a95cf7-1d8a-4301-98e0-0b301fa2f198,Amanda Henry,Savings,25583.4,USD,Berlin,3.91,,,
522ceb26-f7d2-4027-ae19-37c2d598b2d8,Kevin Harris,Business,59867.69,USD,Berlin,7.43,2017-07-11,405.0,Closed
44826fae-8145-40cd-9f23-571a2c631d0b,Tami Sexton,,63739.12,,,4.6,,814.0,Active
e2eaadc2-8b6f-48d5-807a-4bf10d361b48,Stephen Young,,11061.5,,New York,3.01,2020-03-23,633.0,
d5d8b6b4-f08e-4ede-9574-4a8e7be2278b,Matthew Pierce,,3548.21,USD,Berlin,6.41,,,Active
c3bc252d-f697-48a2-9628-8387693a1f0f,,Savings,17726.28,JPY,London,7.21,2022-02-07,618.0,Closed
ea7875d9-ce0b-4c4a-aa90-1893665602a4,Austin Martinez,Loan,24286.39,,Mumbai,2.3,2023-07-07,744.0,Active
a2357b2b-42f2-4a66-8ec1-bf4f96bdf543,Ana Holland MD,Savings,69667.52,,New York,3.54,2016-11-27,536.0,Suspended
cb4d1f23-77cb-4dc0-8417-7fa059d394f4,,Checking,86438.46,JPY,New York,4.95,2015-08-08,587.0,Closed
c9ffefed-a2e2-4d82-bb46-845e1a86b59d,Natalie Bryant,Checking,,USD,,1.7,2021-07-09,610.0,Closed
660b0354-81df-4e96-a322-1de4dbd4ff9d,Audrey Roberts,,21321.26,EUR,Tokyo,4.06,2024-07-22,,Suspended
aaba2950-0441-4f49-80df-559c150911a0,Paula Moore,Checking,3528.15,USD,Tokyo,,2016-04-17,600.0,
,,Business,66493.38,INR,London,,,349.0,Active
,Jill Sanchez,Savings,51666.2,INR,Berlin,6.17,2022-05-14,657.0,Suspended
b80f1e46-ad84-4f44-943b-2ababbce4e74,Mr. Dennis Jones,Business,18241.11,USD,,1.15,2018-11-27,833.0,Active
,Jennifer Weber,Loan,69478.59,,Berlin,3.91,2024-01-14,,Closed
51cdf548-bb20-4d75-9490-da3d8a519da3,Heather Williams,,70874.7,EUR,New York,4.69,2019-05-20,312.0,Active
,Jose Morris,Business,77193.82,USD,,6.42,2017-04-06,601.0,Active
a8277b63-17c4-4eaf-a7e6-e370830e6421,Alyssa Ortega,Savings,18336.65,USD,Tokyo,3.38,2019-07-24,810.0,Suspended
3b5c0af5-2940-475d-acd6-ccd33d1af612,Brian Brown,Loan,,,New York,4.05,2024-05-24,784.0,
d73cedb2-a887-4de9-b611-2a967ba6994c,Tamara Goodwin,Checking,50145.71,GBP,New York,4.79,2022-10-11,,Suspended
0e75d15d-2ce9-4792-84f4-562573aa1629,Deanna Collins,Checking,66831.66,INR,New York,4.93,2023-03-30,718.0,
e2a01c4b-20b6-4b47-9a91-dfb80426cbf6,Ashley Montgomery,Savings,18796.02,EUR,,5.99,2016-05-16,774.0,Suspended
c8d02fa9-7f4c-41cb-ad6c-d814cf1cea80,Brianna Todd,Checking,6932.97,GBP,London,3.17,2019-01-24,798.0,
1a9de107-6b4e-4840-9056-466da3b83670,Daniel Huang,Business,32394.33,USD,New York,4.09,2022-01-12,,Closed
2240dedb-96ea-48d0-bde3-d6e5a703608f,Dustin Phillips,Savings,43301.35,,New York,4.41,2018-02-02,464.0,Active
121dbd4c-4bb0-4654-a1fd-b9438e907513,Dr. Joshua Leon,Checking,38822.15,GBP,Berlin,5.42,2023-07-18,336.0,Active
d6ac50db-b5ba-44b3-bb4b-ddc7c9f420bd,Emma Goodman,,47051.18,,London,2.07,2016-10-06,677.0,Suspended
166e4d57-fa1a-4652-9d6e-52185484b5ed,Michael Mills,Loan,13903.19,EUR,London,5.58,,553.0,Closed
c4a8a334-db7d-4831-a0ad-105f7dc1a6e4,Catherine Marshall,,4019.65,GBP,Berlin,1.65,2019-01-23,444.0,Active
25c4c9b8-8e6e-4376-b6d6-9e4ecbf48f4a,Ian Beasley,Loan,72558.11,INR,London,5.21,2019-05-12,788.0,Active
a1a84e51-26b9-43fc-82fe-0d6580b29c78,Amy Miles DDS,Checking,34101.09,JPY,New York,3.02,2024-08-04,551.0,Suspended
ec17fd2f-2e90-45a4-b971-c6e33f303c5f,Roger Stephens,Loan,23739.85,GBP,New York,1.87,,402.0,Closed
4bb9073e-f832-4aa3-be5d-92bec83ca7f1,Robert Ball,Savings,76028.87,INR,New York,2.0,2025-04-16,372.0,Active
,John Kelly,Savings,19681.74,EUR,Mumbai,2.85,2023-01-21,407.0,Active
3bbf8a73-698e-402e-bf65-fd43dda5c52a,Susan Smith,Checking,27995.19,INR,New York,5.61,2021-07-04,461.0,Closed
c598522b-3fd2-4c4e-9f80-300bb30a7a0e,Diane Cooper,Business,47383.12,GBP,London,,2018-12-05,,Active
8e514f7b-9959-46b7-836d-619b992a29dc,Leslie Olson,Checking,,EUR,London,4.38,2021-09-25,826.0,Closed
e4669f4e-9f8c-4e5e-8f2c-71e475a53209,Mr. Sean Nguyen,,74584.41,USD,London,4.61,2020-05-30,526.0,Active
bc58897d-11dd-4e1f-b453-90304256dc55,Glenn Evans,Checking,19341.56,EUR,Mumbai,5.02,,511.0,Closed
315fa129-4c58-4bd8-b864-5151a11a843c,Diana Guerra,Business,28978.22,GBP,,6.18,2019-03-11,357.0,Suspended
98f5a4fb-db6e-4c46-9057-74beaec1187a,Victoria Williams MD,Savings,73622.06,JPY,London,1.88,2025-04-25,674.0,Active
ab4aff65-006a-4ded-9c85-9c9864d66a07,Sheila Baldwin,Checking,93435.28,EUR,Mumbai,4.18,2023-04-27,513.0,Active
48a1ffc8-bb7b-4943-9f34-4544036f2ca1,Leslie Hood,Savings,43367.25,JPY,New York,,2017-02-23,643.0,Active
b420778d-707b-49b4-b5a7-c81e737cd0be,Renee Roach,Checking,5400.01,EUR,London,,2023-09-09,762.0,Closed
,Karen Torres,Loan,52274.65,JPY,London,3.29,2022-11-11,398.0,Active
362e0706-931d-4a0c-aa20-9378b290e675,Benjamin Bishop,Savings,67331.29,JPY,Tokyo,5.25,,691.0,Closed
90e3a595-7b4e-4b83-ba17-51391a3756c1,Amy Clark,Business,21950.19,USD,New York,6.99,2021-08-11,636.0,Suspended
a1a031e2-8bf6-409c-8d84-054b8adb56e1,Oscar Navarro,Business,40235.68,INR,New York,1.26,2016-11-30,432.0,Active
035196bb-7e13-4cc6-a99b-a93d6714c101,Carol Arroyo,,7284.34,EUR,New York,1.08,2017-07-23,716.0,Closed
e4c40cf1-3ad5-48dc-a641-c13cabe7161d,Jennifer Diaz,Business,14052.03,GBP,New York,1.15,2022-04-12,409.0,
c57382f1-f47b-4ce9-81e3-a57426f5bc51,Curtis Poole,Loan,56589.79,USD,Mumbai,1.06,2016-04-23,500.0,Suspended
76319e49-ddac-4bc6-bff9-9180f6fc6a7d,James Robinson,Business,85615.41,JPY,New York,4.41,2015-12-30,553.0,Suspended
73088636-ed53-4588-bef8-e0e2b085743c,Sherri Short,Checking,,,London,7.13,2018-07-05,548.0,Active
a421bb9d-cbd0-4324-8add-24f28103d791,Thomas Alvarado,,,JPY,Berlin,,,620.0,Closed
09b11691-14fb-4c84-9564-aa7892028310,Carmen Hurst,Checking,12972.27,EUR,New York,3.75,,443.0,Suspended
c9097b4c-b17f-46ec-927e-cce8243931a7,William Farley,Checking,26160.83,EUR,Tokyo,,2025-03-01,319.0,Suspended
1b0f8b22-3734-4380-8174-f6eab864ddd2,Randy Maldonado,Savings,29727.0,JPY,New York,2.61,2023-04-01,302.0,Active
0881557b-fbcc-43f3-bf7a-fd53f14796ab,,Business,2973.08,INR,Tokyo,6.53,2024-06-28,537.0,Closed
0b133864-f43d-4854-a181-b9e3cb341e09,Joe Alexander,Checking,14418.45,EUR,,2.11,2024-11-23,304.0,
cc96f979-55d5-425f-bcc3-cfd1a1e38780,Teresa Acosta,Business,12849.15,INR,Mumbai,5.02,2023-09-09,632.0,Suspended
a865f904-1a2b-4b8d-85e7-2937f946a71a,Harold Martin,Savings,20671.42,JPY,Berlin,5.81,,377.0,Suspended
2ec8d77e-addc-46e5-b0cd-eb31edf96f77,Jonathan Wolf,Savings,98831.84,EUR,Tokyo,1.25,2019-06-27,414.0,Active
2ac052d5-6e74-4059-b55d-b99d9a17df3d,,Checking,95826.68,JPY,,,2019-09-23,451.0,Suspended
52a457e5-1c0e-484d-bf0d-3e188692f24b,Dr. Nancy Hayes DVM,Checking,13651.51,EUR,Tokyo,4.17,2022-01-03,643.0,Active
6b4be853-324b-426a-8d74-6946e239f429,Tyler Gonzales,Business,48994.16,USD,Berlin,1.1,,834.0,Closed
a381996e-70b2-41b2-843a-104e7e5c985d,Jessica Rose,Checking,43626.14,INR,,2.02,2019-08-27,670.0,Closed
,Peter Evans,Loan,44481.81,EUR,,2.14,2025-04-03,601.0,Closed
03006e44-572d-4e0d-af71-a7ba848e48ba,Daniel Diaz,Savings,9745.09,GBP,New York,5.8,2021-01-25,672.0,
,Michael Schultz,,82399.04,EUR,New York,3.66,2017-01-14,337.0,Closed
a1b71008-9c51-46c6-8106-a9a9226a33f7,Matthew Stevens,Business,,USD,Berlin,5.41,,738.0,Suspended
a7820b5f-5537-4fdc-b416-fb9fb5e47015,Melanie Page,Business,,USD,Berlin,3.16,2020-05-08,572.0,Active
,Andrew Bennett,Business,10194.68,EUR,New York,2.82,2019-06-12,463.0,
9dfc3300-e34a-42eb-bb25-c46f8f71e0c2,,Loan,98434.34,USD,Berlin,5.74,2021-01-23,,
7fff2649-ecdf-4433-93e3-0fb3e95c2bb0,David Hartman,Checking,30766.52,GBP,Tokyo,3.44,2024-06-16,815.0,Suspended
2cc26b23-96a2-452f-bef6-7d8252376f80,Jeffrey Jacobson,Savings,57501.9,,Mumbai,6.52,2019-10-06,519.0,Closed
ffe39c6a-0437-4a19-b1f9-cdfc0e525014,Courtney Jackson,Business,46193.77,USD,New York,5.42,2023-11-13,556.0,Closed
45de8323-5719-4a62-aff5-e6e589799915,Michelle Cain,Business,8480.0,,London,4.73,2020-10-08,651.0,Closed
279f0a88-2848-4f5d-b405-91b17d699b9e,Scott Sutton,Savings,72840.69,JPY,London,5.59,2022-05-29,448.0,Closed
97d55eb4-d367-4287-a5e1-2c23c87982c1,Sarah Cochran,Business,,JPY,New York,3.54,2024-04-26,738.0,Suspended
66453e28-f08e-494a-915a-3c09c73c7ade,Michelle Wright,Savings,,INR,London,2.32,2020-11-17,401.0,Suspended
505e1360-e359-4879-95a6-2b502250846b,David Beasley,Savings,63145.48,JPY,Tokyo,2.17,2025-02-21,315.0,Suspended
cb02c5dd-a5e0-4c6c-9aa7-9571666aeeb6,Sherri Rogers,Checking,72196.85,EUR,Tokyo,3.55,2016-04-24,730.0,Closed
06438dec-7b75-46cf-b4ca-9c718015838d,Kimberly Wood,Loan,87338.77,GBP,Berlin,2.73,2020-01-13,454.0,Active
0285c6f5-a9eb-4a53-b03c-800cec99722f,Mr. Caleb Paul,Loan,67626.71,INR,New York,2.66,2020-10-23,414.0,Active
b2bbbe2c-6c61-46ea-a71a-aae418913c16,Evan White,Checking,10436.97,GBP,Tokyo,7.0,2022-06-07,486.0,Closed
02782b7d-4c87-4208-9873-6c43047c627c,Patricia Buck,Checking,20564.62,INR,New York,7.18,2023-08-04,766.0,Closed
ad7b96ee-f9f1-4702-a36b-392cca404a8a,Timothy Watson,Business,32213.09,JPY,New York,5.4,2020-06-07,666.0,Closed
ac540dfc-3865-43b1-a35d-59764742ebf8,Kristine Huang,,43174.79,EUR,Tokyo,6.75,2025-03-18,562.0,Active
b6d5792d-33da-4f10-930d-69c06311f9c0,Jason Strickland,Checking,84473.53,,Mumbai,,2021-06-02,792.0,Closed
